name,top_keywords,x,y,discipline_en,discipline_sp
"Maresca, Victoria","ifigenia, jasón, iphigenia, medea, poemas, eurípides, taurians",-1.1064879,9.294627,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marey, Macarena","kant, political, juridical, obligation, obligations, philosophy, normativity",-1.2534068,8.577096,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marfetán, Jorge Ariel","acromyrmex, hormigas, lentiforme, senps, especies, mycobiota, ants",4.4815426,1.7196908,Agronomy & Plant Sciences,Botánica y agronomía
"Marfía, Juan Ignacio","rba, cov, sars, paa, flocmia, elisa, trxpi",1.556641,-2.3272104,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marfil, Carlos Federico","potato, methylation, kurtzianum, epigenetic, solanum, msap, wild",3.8634875,1.1834443,Agronomy & Plant Sciences,Botánica y agronomía
"Marfil, María Jimena","bovis, tuberculosis, mycobacterium, equi, btb, pigs, wild",3.017325,-1.9380109,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marfil, S","iram, stone, septentrionales, 1548, 1533, agregados, pétreos",3.1726236,7.7964554,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marfil, Silvina Andrea","concrete, hormigón, alkali, iram, silica, mortar, rocks",5.1446905,6.2961817,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Margaría, Cecilia B","diapriidae, species, argyrodes, idris, scytodes, guaycurú, scytodidae",5.858158,2.213689,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Margaria, Paulo Román","police, policía, political, juarismo, estero, político, santiago",-0.20278262,7.7728043,Social Sciences & Humanities,Ciencias sociales y humanidades
"Margarit, David Hipólito","cancer, hypergraph, organs, metastasis, markov, absorbing, cells",-1.0444754,-1.5758104,Cell Biology & Oncology,Biología celular
"Margarit, Ezequiel","murcott, pin1, tangor, emerald, fruit, postharvest, ellendale",2.5767877,1.048653,Agronomy & Plant Sciences,Botánica y agronomía
"Margarucci, Ivanna","prada, anarchist, anarchism, anarquismo, bolivia, bolivian, perú",0.041800514,8.055655,Social Sciences & Humanities,Ciencias sociales y humanidades
"Margheritis, Ana","diaspora, uruguayans, transnationalism, transnational, engagements, migrant, sorts",-0.050619226,7.6274405,Social Sciences & Humanities,Ciencias sociales y humanidades
"Margineda, Carlos Augusto","vrsb, hobipev, brsv, vacas, terneros, calves, anticuerpos",2.7431712,-1.7844996,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Margni, Adrián","emocional, ems, niñas, memoria, videntes, niños, mcs",-2.6413975,5.0909934,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Margonari, Liliana","bombas, lava, steptoes, volcano, scoria, llancanelo, cones",5.483339,6.5411706,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marguet, Emilio Rogelio","enterococcus, cepas, monocytogenes, faecium, mundtii, listeria, faecalis",1.765634,-0.26398835,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Margulies, Susana Silvia","indetectável, care, hiv, aids, homosexuales, atención, bisexuales",-0.78246826,6.023008,Social Sciences & Humanities,Ciencias sociales y humanidades
"Margulis, Laura Emilce","prosody, prosodia, cognitive, brain, covid, emocional, linguistic",-2.4054646,3.7108314,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Margulis, Paola Judith","film, documental, denti, films, perdida, documentary, marilú",-0.050518185,8.882452,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mari, Florencia","dates, rocha, radiocarbono, cañada, radiocarbon, alumnos, milodón",4.9340787,6.011105,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mari, Macarena Mariel","dat, cdk5, p35ko, da, hyperactivity, adhd, emergentes",-1.5139182,0.48234552,Cell Biology & Oncology,Biología celular
"Mari, María Belén","pne, liss, nebulae, ionization, rims, lamost, planetary",-7.9414754,1.7082223,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marí, Nicolás","irrigation, ot, oaupa, euroclima, irrigated, límites, traslasierra",2.2785854,5.42405,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mari, Oscar Ernesto","chaco, social, territorio, territory, territorios, esparcimiento, national",0.78298223,7.3124785,Social Sciences & Humanities,Ciencias sociales y humanidades
"María Sol, Zárate Bernardi","ñan, qhapaq, diamante, tawantinsuyu, women, maipo, mendoza",2.910216,7.6863346,Social Sciences & Humanities,Ciencias sociales y humanidades
"María, Alejandra O","pylori, integerrima, choleretic, activity, articulata, crispa, molleoides",2.1635091,0.275179,Agronomy & Plant Sciences,Botánica y agronomía
"Mariana, Massó","ssa, informaciones, comunista, ecc, comunistas, sudamericano, comintern",0.08091375,7.733144,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marianetti, Georgina","mendoza, eventos, precipitation, precipitaciones, intensas, potable, gran",3.5250914,5.20021,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mariángelo, Juan Ignacio Elio","ryr2, reperfusion, gper, hypertrophy, camkii, arrhythmias, ischaemia",-0.33397728,0.038019694,Cell Biology & Oncology,Biología celular
"Mariani, Florencia","biofilms, sociedad, cells, polymicrobial, dfu, argentina, aeruginosa",-1.0814509,-1.7102947,Cell Biology & Oncology,Biología celular
"Mariani, Javier","chcm, vitamin, archetypal, ascc, cardiomyopathy, genotypes, chagas",1.4413117,-2.227406,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Mariani, Maria Cristina","ode, parabolic, mathematics, uniqueness, problem, correlations, scmilinear",-5.7741766,2.6826468,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariani, Maria Elisa","gm1, oligogm1, dhpms, dppc, estragole, antioxidant, anethole",2.4132981,0.6977046,Agronomy & Plant Sciences,Botánica y agronomía
"Mariani, María Laura Lucía","mast, dehydroleucodine, xanthatin, cell, degranulation, hexosaminidase, benzyloxymethyl",-0.23420997,-0.14344189,Cell Biology & Oncology,Biología celular
"Mariani, Mauro","quark, stars, hadron, neutron, hybrid, phase, matter",-6.7800827,1.3842584,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariani, Melisa Lourdes","h2o2, glyphosate, uv, formulations, m3, eskoba, toxicity",2.3237932,2.697915,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mariani, Nestor Javier","radial, 1d, heat, bed, transfer, expressions, particle",-4.891468,1.1054027,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariani, Roxana","berg, megamelus, plata, museo, herbarius, tricorynus, cyphonia",6.038411,2.7368405,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mariani, Tomás Agustín","folklore, carnota, sosa, mercedes, 1982, raúl, disco",-0.13015476,8.847414,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariano y Jelicich, Rocío","breeding, seabird, seabirds, fishing, fisheries, olrog, thg",5.4124384,3.8576734,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mariano, Alejandra Beatríz","propanoate, 15, sonido, viscosity, excess, propanoato, molar",-3.9805276,-1.3421742,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariano, Alejandro Edgardo","pion, nucleon, gauge, neutrino, spin, scattering, vertex",-6.2786636,1.2592065,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariano, Carolina Inés","heritage, patrimonio, intangible, archaeological, olavarría, aires, buenos",1.8055422,7.722209,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariano, Mercedes","heritage, patrimonio, cultural, olavarría, aires, buenos, intangible",1.4590429,7.735511,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariano, Roberto Carlos","pampa, prospectiva, strategic, prospective, aloe, colorado, prospectivo",0.83757746,5.73822,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariano, Rodolfo Nicolás","progesterone, plga, pharmacokinetic, lactating, cows, holstein, implant",-2.8829758,-0.27827898,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mariano, Romina","pet3, abvd, patients, pfs, gal9, pdl1, tim3",-0.33292994,-2.2626307,Cell Biology & Oncology,Biología celular
"Mariazzi, Analisa Gabriela","auger, observatory, pierre, cosmic, energy, showers, neutrinos",-7.344576,1.1086581,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marichal, Maria Eugenia","alimentaria, food, derecho, alimentaire, alimentario, pach, celiac",0.5349128,6.0784383,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariconda, Virginia Laura","igy, venom, antivenoms, alternatus, antivenom, immunizations, adjuvant",2.4744067,-1.1190311,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marié, Débora Carolina","magnetic, κis, soil, susceptibility, minerals, xlf, topsoil",3.201974,4.3582077,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marighetti, Jorge Omar","viento, wind, túnel, aerodinámica, coeficientes, aerodinámicas, unne",-4.7198753,1.7751493,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marigo, Pablo","bariloche, carlos, turísticas, urbano, tourist, san, urban",1.2459376,6.872405,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariluan, Anahi Rayen","mapuche, mapuzungun, singing, intercultural, ül, silenciamiento, kawesqar",-0.2282989,8.567962,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mariluis, Juan Carlos","species, muscidae, diptera, microcerella, calyptratae, townsend, sarcophagidae",6.0655704,2.4243667,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marin Barroso, Evelyn del Valle","gliadin, gluten, gliadina, fpad, samples, pads, modified",-3.3854213,-0.28715724,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marin Briggiler, Clara Isabel","sperm, capacitation, motility, gwcf, fgf2, fgfrs, camp",-0.21875162,1.6769034,Cell Biology & Oncology,Biología celular
"Marin Burgin, Antonia","αsyn, tau, pcx, lec, gcs, neurons, mitochondrial",-1.5262288,0.08139408,Cell Biology & Oncology,Biología celular
"Marin Franco, Jose Luis","macrophages, mhc, m1, abortus, btki, rna, mtb",1.2062104,-1.7565981,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marin Monfort, María Dolores","senèze, taphonomic, ka, cova, site, fossils, skeletons",6.3074627,4.8470426,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marin Oyarzún, Cecilia Paola","platelet, runx1, platelets, ngs, mpn, tlt, myelogenous",-0.1079115,-2.249428,Cell Biology & Oncology,Biología celular
"Marin Quintero, Diana Catalina","1mi, mthpa, curing, husk, particleboards, anhydride, rice",-3.4995441,0.4242336,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marín Ramírez, Oscar Alonso","zno, nps, fotoluminiscencia, uv, silicon, emisión, photoluminescence",-5.1386933,-0.30427057,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marín Silva, Diego Alejandro","films, pva, irradiation, tio2, chitosan, qs, nanoparticles",-4.2076283,-0.62326574,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marin Viegas, Vanesa Soledad","tg2, vacuolar, vac, er, abs, proteins, plant",2.5136487,-0.05118644,Agronomy & Plant Sciences,Botánica y agronomía
"Marín, Anabel","rrnn, subsidiaries, innovation, sustainability, seed, recursos, coopsol",0.43387067,6.1165133,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marín, Carmela","naturales, indio, recursos, punta, talares, escuelas, funciones",4.3307986,3.3914123,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marin, Cloe","households, health, mali, access, food, 2021, aid",-0.686513,5.256481,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marin, Constanza","occ, bnz, ova, cd4, odn, infection, cpg",0.53513825,-1.8747916,Cell Biology & Oncology,Biología celular
"Marín, Edith Magdalena","aureus, scfco2, jodina, lasiophthalma, rhombifolia, kaunia, hidroxi",1.8901895,0.0028429402,Agronomy & Plant Sciences,Botánica y agronomía
"Marin, Fwala-lo","theatre, teatro, córdoba, dirección, teatral, independiente, directoriales",-0.034795493,9.103039,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marin, Gina","bzd, health, households, ddd, consumption, carbapenems, mali",-0.89447826,5.100977,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marin, Gustavo Ariel","mapuche, bariloche, profesorado, interculturality, teacher, montañismo, interculturalidad",-1.4405603,7.0882187,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marin, Gustavo Horacio","health, esavi, consumption, prótesis, covid, bzd, drugs",-0.96714145,4.774248,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marín, J","neutron, hirsuta, sarcocystis, hominis, loin, hydride, alloys",-6.1768427,0.60839474,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marín, Julio Héctor","neutron, mesoporous, aleaciones, alloys, lithium, radiography, electrolytes",-5.059107,-0.37971312,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marin, Luciana Sabina","paraspiticeras, biozona, groeberi, nov, transgrediens, cuyaniceras, pereiópodos",5.984108,5.5719337,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marín, Lupe","bzd, health, 2020, fetal, suicidios, ddd, consumption",-0.89940804,4.9308147,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marin, Maia Solange","bohv, boahv, caninum, bovine, tlr7, expresión, infección",2.6706984,-1.9022294,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marin, Marcela Cecilia","comunitario, territorios, megaminero, territories, chubut, extractivismo, megaminería",0.59712917,7.374293,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marín, Marcos","hypertension, spcs, mmm, hypertensive, bp, pill, month",-1.2645044,3.436871,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marin, Maria Andrea","oil, roasting, pasta, sesame, crackers, fluidized, pressing",1.2273831,1.1553234,Agronomy & Plant Sciences,Botánica y agronomía
"Marin, Maria Rosa","obis, seals, dwc, diving, elephant, shelf, valdés",5.4266224,4.391999,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marin, Oscar","cc, treatment, tratamiento, diethanolamine, oncológico, women, jujuy",-5.012445,-0.3679103,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marin, R","garbancillo, llamas, astragalus, pérdidas, reproductivas, losses, reproductive",2.9956107,-1.2359042,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marín, Raúl Héctor","quail, birds, japanese, thymol, male, corticosterone, males",5.1730714,3.1036468,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marin, Violeta Cecilia","deer, marsh, pantano, diet, blastocerus, dichotomus, wetland",5.418042,2.9846816,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marina Prendes, María Gabriela","reperfusion, ipc, ischemia, mptp, autophagy, mitochondrial, ischemic",-0.3027161,0.24274057,Cell Biology & Oncology,Biología celular
"Marina, J","hortalizas, consumo, huerta, consumidas, km, dieta, espárragos",0.5117472,4.9569383,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marina, Javier Alejandro","fyh, hortalizas, consumo, km, valoración, buap, unal",0.55855894,4.9643335,Social Sciences & Humanities,Ciencias sociales y humanidades
